ANNEE,REGION,SEXE,AGE,POPULATION,NB_ETUDIANTS_OC
2022,Bourgogne-Franche-Comté,Non renseigné,30-34 ans,,4
2024,Île-de-France,Non renseigné,55-59 ans,,4
2023,Provence-Alpes-Côte d'Azur,Non renseigné,55-59 ans,,1
2025,DOM,Non renseigné,25-29 ans,,1
2022,Hauts-de-France,Non renseigné,35-39 ans,,5
2024,Île-de-France,Non renseigné,35-39 ans,,11
2022,Pays de la Loire,Non renseigné,40-44 ans,,5
2024,Grand Est,Non renseigné,50-54 ans,,1
2024,Bretagne,Non renseigné,25-29 ans,,1
2022,Centre-Val-de-Loire,Non renseigné,35-39 ans,,5
2023,Provence-Alpes-Côte d'Azur,Non renseigné,60 ans ou plus,,1
2024,Bretagne,Non renseigné,30-34 ans,,1
2025,Nouvelle-Aquitaine,Non renseigné,35-39 ans,,1
2022,Normandie,Non renseigné,25-29 ans,,4
2022,Occitanie,Non renseigné,50-54 ans,,1
2025,Grand Est,Non renseigné,30-34 ans,,1
2023,Île-de-France,Non renseigné,45-49 ans,,17
2024,Hauts-de-France,Non renseigné,50-54 ans,,1
2023,Grand Est,Non renseigné,30-34 ans,,4
2023,Île-de-France,Non renseigné,35-39 ans,,37
2023,Normandie,Non renseigné,50-54 ans,,1
2022,Île-de-France,Non renseigné,30-34 ans,,90
2024,Hauts-de-France,Non renseigné,35-39 ans,,2
2023,Nouvelle-Aquitaine,Non renseigné,25-29 ans,,3
2022,Île-de-France,Non renseigné,25-29 ans,,62
2024,Grand Est,Non renseigné,35-39 ans,,3
2022,Île-de-France,Non renseigné,55-59 ans,,12
2022,Bretagne,Non renseigné,30-34 ans,,5
2025,Auvergne-Rhône-Alpes,Non renseigné,20-24 ans,,1
2023,Normandie,Non renseigné,40-44 ans,,1
2023,Auvergne-Rhône-Alpes,Non renseigné,35-39 ans,,4
2022,Occitanie,Non renseigné,55-59 ans,,2
2023,Provence-Alpes-Côte d'Azur,Non renseigné,45-49 ans,,1
2024,Pays de la Loire,Non renseigné,35-39 ans,,1
2022,Pays de la Loire,Non renseigné,25-29 ans,,4
2023,Auvergne-Rhône-Alpes,Non renseigné,45-49 ans,,2
2023,Île-de-France,Non renseigné,55-59 ans,,12
2022,Pays de la Loire,Non renseigné,35-39 ans,,6
2023,Auvergne-Rhône-Alpes,Non renseigné,40-44 ans,,7
2022,Auvergne-Rhône-Alpes,Non renseigné,55-59 ans,,1
2022,Hauts-de-France,Non renseigné,25-29 ans,,8
2024,Île-de-France,Non renseigné,25-29 ans,,2
2024,Normandie,Non renseigné,30-34 ans,,1
2024,Pays de la Loire,Non renseigné,25-29 ans,,3
2022,Occitanie,Non renseigné,40-44 ans,,7
2022,Centre-Val-de-Loire,Non renseigné,60 ans ou plus,,1
2024,Auvergne-Rhône-Alpes,Non renseigné,55-59 ans,,1
2022,Auvergne-Rhône-Alpes,Non renseigné,50-54 ans,,6
2023,Île-de-France,Non renseigné,40-44 ans,,30
2022,Grand Est,Non renseigné,50-54 ans,,2
2023,Hauts-de-France,Non renseigné,25-29 ans,,2
2024,Normandie,Non renseigné,35-39 ans,,2
2023,Pays de la Loire,Non renseigné,35-39 ans,,6
2025,Provence-Alpes-Côte d'Azur,Non renseigné,45-49 ans,,1
2024,Provence-Alpes-Côte d'Azur,Non renseigné,35-39 ans,,2
2022,Normandie,Non renseigné,30-34 ans,,5
2022,Provence-Alpes-Côte d'Azur,Non renseigné,25-29 ans,,8
2022,Auvergne-Rhône-Alpes,Non renseigné,60 ans ou plus,,1
2022,Île-de-France,Non renseigné,60 ans ou plus,,11
2022,Auvergne-Rhône-Alpes,Non renseigné,40-44 ans,,14
2023,Bretagne,Non renseigné,50-54 ans,,2
2022,Nouvelle-Aquitaine,Non renseigné,20-24 ans,,1
2025,Pays de la Loire,Non renseigné,30-34 ans,,1
2025,Hauts-de-France,Non renseigné,50-54 ans,,1
2023,Nouvelle-Aquitaine,Non renseigné,35-39 ans,,3
2024,Île-de-France,Non renseigné,45-49 ans,,1
2023,Occitanie,Non renseigné,55-59 ans,,1
2022,Provence-Alpes-Côte d'Azur,Non renseigné,60 ans ou plus,,1
2025,Grand Est,Non renseigné,45-49 ans,,1
2023,Centre-Val-de-Loire,Non renseigné,45-49 ans,,1
2025,Occitanie,Non renseigné,30-34 ans,,1
2022,Nouvelle-Aquitaine,Non renseigné,30-34 ans,,8
2023,Auvergne-Rhône-Alpes,Non renseigné,50-54 ans,,2
2024,Occitanie,Non renseigné,25-29 ans,,3
2024,Occitanie,Non renseigné,30-34 ans,,1
2022,Auvergne-Rhône-Alpes,Non renseigné,45-49 ans,,6
2023,Pays de la Loire,Non renseigné,30-34 ans,,3
2025,Île-de-France,Non renseigné,40-44 ans,,1
2022,Centre-Val-de-Loire,Non renseigné,25-29 ans,,2
2022,Grand Est,Non renseigné,25-29 ans,,7
2022,Nouvelle-Aquitaine,Non renseigné,40-44 ans,,7
2023,Bourgogne-Franche-Comté,Non renseigné,30-34 ans,,1
2022,Nouvelle-Aquitaine,Non renseigné,60 ans ou plus,,2
2022,Nouvelle-Aquitaine,Non renseigné,25-29 ans,,10
2022,Hauts-de-France,Non renseigné,40-44 ans,,8
2022,DOM,Non renseigné,30-34 ans,,1
2023,Grand Est,Non renseigné,40-44 ans,,1
2023,Île-de-France,Non renseigné,30-34 ans,,46
2025,Auvergne-Rhône-Alpes,Non renseigné,30-34 ans,,2
2025,Île-de-France,Non renseigné,25-29 ans,,8
2024,Auvergne-Rhône-Alpes,Non renseigné,35-39 ans,,1
2022,Île-de-France,Non renseigné,40-44 ans,,40
2024,Auvergne-Rhône-Alpes,Non renseigné,50-54 ans,,1
2023,Pays de la Loire,Non renseigné,40-44 ans,,1
2022,Nouvelle-Aquitaine,Non renseigné,50-54 ans,,5
2024,Bretagne,Non renseigné,35-39 ans,,1
2024,Île-de-France,Non renseigné,50-54 ans,,3
2022,Pays de la Loire,Non renseigné,30-34 ans,,7
2022,Grand Est,Non renseigné,45-49 ans,,2
2024,Île-de-France,Non renseigné,30-34 ans,,10
2025,Nouvelle-Aquitaine,Non renseigné,45-49 ans,,1
2023,Nouvelle-Aquitaine,Non renseigné,30-34 ans,,7
2023,Auvergne-Rhône-Alpes,Non renseigné,30-34 ans,,8
2023,Bretagne,Non renseigné,25-29 ans,,6
2022,Île-de-France,Non renseigné,35-39 ans,,69
2024,Pays de la Loire,Non renseigné,30-34 ans,,1
2025,Île-de-France,Non renseigné,45-49 ans,,3
2022,Normandie,Non renseigné,35-39 ans,,3
2022,Hauts-de-France,Non renseigné,30-34 ans,,10
2023,Grand Est,Non renseigné,20-24 ans,,1
2025,Grand Est,Non renseigné,20-24 ans,,1
2024,Provence-Alpes-Côte d'Azur,Non renseigné,25-29 ans,,1
2022,Bretagne,Non renseigné,60 ans ou plus,,1
2023,Auvergne-Rhône-Alpes,Non renseigné,55-59 ans,,1
2023,Occitanie,Non renseigné,35-39 ans,,2
2025,Occitanie,Non renseigné,45-49 ans,,1
2022,Auvergne-Rhône-Alpes,Non renseigné,35-39 ans,,12
2023,Grand Est,Non renseigné,35-39 ans,,2
2025,Île-de-France,Non renseigné,35-39 ans,,8
2024,Occitanie,Non renseigné,35-39 ans,,1
2022,Provence-Alpes-Côte d'Azur,Non renseigné,40-44 ans,,8
2023,Hauts-de-France,Non renseigné,50-54 ans,,3
2022,Bretagne,Non renseigné,45-49 ans,,3
2022,Occitanie,Non renseigné,35-39 ans,,9
2023,Île-de-France,Non renseigné,50-54 ans,,16
2022,Occitanie,Non renseigné,45-49 ans,,4
2022,Pays de la Loire,Non renseigné,45-49 ans,,3
2022,Provence-Alpes-Côte d'Azur,Non renseigné,35-39 ans,,6
2025,Normandie,Non renseigné,35-39 ans,,1
2023,Bretagne,Non renseigné,40-44 ans,,4
2023,Nouvelle-Aquitaine,Non renseigné,45-49 ans,,1
2022,Nouvelle-Aquitaine,Non renseigné,55-59 ans,,1
2022,Hauts-de-France,Non renseigné,50-54 ans,,4
2023,Centre-Val-de-Loire,Non renseigné,40-44 ans,,1
2023,Bourgogne-Franche-Comté,Non renseigné,20-24 ans,,1
2022,Nouvelle-Aquitaine,Non renseigné,45-49 ans,,6
2024,Grand Est,Non renseigné,30-34 ans,,1
2025,Grand Est,Non renseigné,35-39 ans,,1
2022,Grand Est,Non renseigné,55-59 ans,,2
2022,Hauts-de-France,Non renseigné,45-49 ans,,4
2025,DOM,Non renseigné,35-39 ans,,1
2022,Île-de-France,Non renseigné,45-49 ans,,23
2023,Centre-Val-de-Loire,Non renseigné,30-34 ans,,2
2023,Bretagne,Non renseigné,45-49 ans,,1
2023,Pays de la Loire,Non renseigné,25-29 ans,,3
2023,Île-de-France,Non renseigné,25-29 ans,,47
2022,Bretagne,Non renseigné,35-39 ans,,3
2023,Hauts-de-France,Non renseigné,45-49 ans,,1
2025,Normandie,Non renseigné,30-34 ans,,1
2022,Provence-Alpes-Côte d'Azur,Non renseigné,55-59 ans,,1
2023,Grand Est,Non renseigné,25-29 ans,,4
2024,Grand Est,Non renseigné,45-49 ans,,3
2022,Grand Est,Non renseigné,30-34 ans,,11
2024,Hauts-de-France,Non renseigné,30-34 ans,,2
2023,Provence-Alpes-Côte d'Azur,Non renseigné,35-39 ans,,2
2025,Grand Est,Non renseigné,55-59 ans,,1
2022,Grand Est,Non renseigné,35-39 ans,,9
2022,Bretagne,Non renseigné,40-44 ans,,3
2022,Île-de-France,Non renseigné,20-24 ans,,4
2024,Île-de-France,Non renseigné,40-44 ans,,8
2022,Nouvelle-Aquitaine,Non renseigné,35-39 ans,,5
2022,Occitanie,Non renseigné,30-34 ans,,17
2025,Île-de-France,Non renseigné,30-34 ans,,7
2025,Île-de-France,Non renseigné,50-54 ans,,4
2022,Auvergne-Rhône-Alpes,Non renseigné,30-34 ans,,23
2025,Provence-Alpes-Côte d'Azur,Non renseigné,25-29 ans,,1
2022,Provence-Alpes-Côte d'Azur,Non renseigné,45-49 ans,,4
2022,Occitanie,Non renseigné,25-29 ans,,5
2022,Bretagne,Non renseigné,25-29 ans,,3
2025,Auvergne-Rhône-Alpes,Non renseigné,40-44 ans,,1
2023,Pays de la Loire,Non renseigné,45-49 ans,,1
2023,Occitanie,Non renseigné,30-34 ans,,6
2022,Occitanie,Non renseigné,60 ans ou plus,,2
2022,Bourgogne-Franche-Comté,Non renseigné,35-39 ans,,3
2024,Centre-Val-de-Loire,Non renseigné,30-34 ans,,1
2024,Hauts-de-France,Non renseigné,45-49 ans,,1
2023,Provence-Alpes-Côte d'Azur,Non renseigné,25-29 ans,,5
2024,Normandie,Non renseigné,45-49 ans,,1
2023,Île-de-France,Non renseigné,60 ans ou plus,,5
2023,Bretagne,Non renseigné,35-39 ans,,3
2023,Grand Est,Non renseigné,55-59 ans,,1
2023,Occitanie,Non renseigné,25-29 ans,,8
2023,Occitanie,Non renseigné,40-44 ans,,3
2022,Pays de la Loire,Non renseigné,50-54 ans,,4
2023,Provence-Alpes-Côte d'Azur,Non renseigné,30-34 ans,,6
2022,Bretagne,Non renseigné,50-54 ans,,1
2023,Normandie,Non renseigné,45-49 ans,,1
2024,Provence-Alpes-Côte d'Azur,Non renseigné,30-34 ans,,1
2023,Normandie,Non renseigné,30-34 ans,,3
2023,Hauts-de-France,Non renseigné,40-44 ans,,1
2022,Centre-Val-de-Loire,Non renseigné,30-34 ans,,5
2023,Provence-Alpes-Côte d'Azur,Non renseigné,40-44 ans,,3
2023,Hauts-de-France,Non renseigné,20-24 ans,,1
2022,Hauts-de-France,Non renseigné,20-24 ans,,1
2025,Provence-Alpes-Côte d'Azur,Non renseigné,35-39 ans,,2
2022,Hauts-de-France,Non renseigné,55-59 ans,,2
2025,Hauts-de-France,Non renseigné,30-34 ans,,3
